videoRaw,conditionVideo,lineupRaw,conditionLineup,conditionSameDiff,condition,lineup 1,lineup 2,lineup 3,lineup 4,lineup 5,lineup 6,lineup 7,lineup 8,lineup 9,decisionRaw,targetPresentRaw,conditionTargetPresent,participantTargetPresent,participantSelection,accuracy,confidence,age,sex,ethnicity,techRaw,techPhotos,ANAGRAM1_1,ANAGRAM1_3,ANAGRAM1_4,ANAGRAM1_5,ANAGRAM1_6,ANAGRAM1_7,ANAGRAM1_8,ANAGRAM1_9,ANAGRAM1_10,ANAGRAM1_11,ANAGRAM1_12,ANAGRAM1_13,ANAGRAM1_14,ANAGRAM1_15,ANAGRAM1_17,ANAGRAM1_18,ANAGRAM1_19,ANAGRAM1_20,ANAGRAM1_21,ANAGRAM1_16,technical,keep
RIGHTVIDEO,2,Front and Right TA,3,3,6,9,2,3,4,7,8,6,5,1,I do not believe the criminal was present,Target Absent,0,0,3,1,90,53,Female,"White or Caucasian (e.g., White-British, White-American, White-Irish)",no,No,CAT,SHIP,RIFE,,LEAK,,,,,RED,,RATS,,,,,GENDER,,HELLO,HAPPY,,1
FRONTALVIDEO,1,Right TA,2,2,2,8,9,1,4,7,5,3,6,2,8,Target Absent,0,1,2,0,70,31,I do not wish to answer,Do not wish to answer,No.,No.,CAT,SHIP,FIRE,ORANGE,LAKE,BURNING,,,,,,,,,,,,,,,,1
RIGHTVIDEO,2,Front TA,1,2,5,3,8,2,5,1,9,4,6,7,3,Target Absent,0,1,2,0,60,34,Male,"White or Caucasian (e.g., White-British, White-American, White-Irish)",NO,NO,CAT,SHIP,,,KALE,,,,NEPAL,RED,,,,,,,,,HELLO,HAPPY,,1
RIGHTVIDEO,2,Right TA,2,1,4,1,7,6,8,9,4,2,5,3,6,Target Absent,0,1,2,0,30,57,Female,"White or Caucasian (e.g., White-British, White-American, White-Irish)",No,No,cat,ship,fire,,lake,,,,plane,red,,star,,,Easy,hell,,horse,,happy,,1
FRONTALVIDEO,1,Right TA,2,2,2,1,4,3,7,2,8,6,9,5,2,Target Absent,0,1,2,0,60,31,Male,"White or Caucasian (e.g., White-British, White-American, White-Irish)",No,No,cat,ship,fire,orange,lake,burning,memory,forest,plane,red,rhythm,arts,complex,doctor,easy,raport,garden,,,,,1
FRONTALVIDEO,1,Front TA,1,1,1,5,6,2,1,7,9,3,8,4,7,Target Absent,0,1,2,0,90,28,Male,"White or Caucasian (e.g., White-British, White-American, White-Irish)",no problems in the video and very good video,10,B A T,S I H S,F R I F,N ,,,,,,,,,,,,,,,,,YES,0
FRONTALVIDEO,1,Right TP,2,2,2,6,8,perp,4,5,7,3,1,2,3,Target Present,1,1,1,1,80,25,Male,"Hispanic, Latino or Spanish",no,no,cat,ship,fire,orange,lake,,,forest,naple,red,,,complex,doctor,,parrot,,horse,hello,happy,,1
FRONTALVIDEO,1,Front TP,1,1,1,8,6,4,1,3,perp,5,2,7,I do not believe the criminal was present,Target Present,1,0,3,0,90,65,Female,"White or Caucasian (e.g., White-British, White-American, White-Irish)",no,no,cat,ship,fire,,,,,,panel,red,,star,,,easy,,,shore,hello,happy,,1
FRONTALVIDEO,1,Front and Right TP,3,3,3,3,4,1,7,2,6,perp,8,5,7,Target Present,1,1,1,1,90,43,Female,"White or Caucasian (e.g., White-British, White-American, White-Irish)",no,no,cat,ship,fire,,kale,,,,,red,,rats,,,,,,,hello,happy,,1
RIGHTVIDEO,2,Front and Right TA,3,3,6,8,5,9,1,7,3,2,6,4,6,Target Absent,0,1,2,0,20,68,Female,Black or African American,Yes,No,Cat,Ship,Fire,,Leak,,,,,Red,,,,,Easy,,,Horse,Hello ,Happy ,,1
RIGHTVIDEO,2,Front TP,1,2,5,4,6,perp,5,2,3,8,7,1,3,Target Present,1,1,1,1,100,27,Female,"White or Caucasian (e.g., White-British, White-American, White-Irish)",NO,NO,CAT,SHIP,FIRE,,,,,,,RET,,STAR,,,SEAS,,,,HELLO,HAPPY,,1
FRONTALVIDEO,1,Front TP,1,1,1,1,3,8,4,perp,7,5,2,6,5,Target Present,1,1,1,1,100,23,Male,"White or Caucasian (e.g., White-British, White-American, White-Irish)",no,no,cat,hisp,fire,orange,,,,,plane,red,,star,,,,,,,,,,1
RIGHTVIDEO,2,Right TP,2,1,4,4,1,8,3,7,5,6,perp,2,I do not believe the criminal was present,Target Present,1,0,3,0,30,35,Male,"White or Caucasian (e.g., White-British, White-American, White-Irish)",No.,No.,CAT,SHIP,FIRE,ORANGE,KALE,,,,,RED,,,,,,,,,,,,1
FRONTALVIDEO,1,Front and Right TP,3,3,3,8,3,7,perp,4,1,2,6,5,4,Target Present,1,1,1,1,90,39,Female,"White or Caucasian (e.g., White-British, White-American, White-Irish)","no, none","NO, NONE",CAT,SHIP,FIRE,ORANGE,LAKE,BURNING,MEMORY,FOREST,PLANE,RED,,STAR,,,,PAR,GANDER,HORSE,,HAPPY,,1
FRONTALVIDEO,1,Front and Right TA,3,3,3,7,3,5,6,2,1,4,9,8,I do not believe the criminal was present,Target Absent,0,0,3,1,80,36,Male,"White or Caucasian (e.g., White-British, White-American, White-Irish)",no,no,CAT,SHIP,,,,,,,,RED,,STAR,,DOCTOR,,,,,HELLO,,,1
RIGHTVIDEO,2,Front and Right TP,3,3,6,3,4,8,2,6,1,5,7,perp,4,Target Present,1,1,2,0,20,35,Female,"White or Caucasian (e.g., White-British, White-American, White-Irish)",It froze at the end,NO,cat,hips,fire,,lake,,,,,RED,,STAR,,,,,,,,,YES,0
FRONTALVIDEO,1,Right TA,2,2,2,8,7,6,3,1,4,2,9,5,I do not believe the criminal was present,Target Absent,0,0,3,1,80,41,Female,"East Asian (e.g., Chinese, Japanese, Korean)",No technical issues.,No technical issues.,CAT,SHIP,FIRE,,KALE,,,FOREST,,RED,,,,,,,,,HELLO,HAPPY,,1
FRONTALVIDEO,1,Right TP,2,2,2,6,5,perp,3,1,7,4,2,8,3,Target Present,1,1,1,1,70,52,Male,"White or Caucasian (e.g., White-British, White-American, White-Irish)",no,I had no problem viewing the photos.,cat,ship,fire,,kale,,,,,red,,star,,,,,,,hello,,,1
RIGHTVIDEO,2,Front and Right TA,3,3,6,1,9,8,5,6,3,2,7,4,I do not believe the criminal was present,Target Absent,0,0,3,1,70,29,Female,Black or African American,no,no,cat,ship,fire,,kale,,,,,red,,arts,,,,,,heros,hello,,,1
FRONTALVIDEO,1,Front TA,1,1,1,7,2,8,3,5,1,4,9,6,I do not believe the criminal was present,Target Absent,0,0,3,1,80,26,Male,"Hispanic, Latino or Spanish",no,no,cat,ship,fire,orange,kale,burning,,forest,penal,red,,star,,doctor,,parrot,,,hello,happy,,1
FRONTALVIDEO,1,Front TA,1,1,1,7,9,1,8,5,4,6,3,2,2,Target Absent,0,1,2,0,20,42,Female,Black or African American,no,no,act,this,,,,,,,,,,,,,,,,,,,,1
RIGHTVIDEO,2,Front TA,1,2,5,8,2,6,1,7,5,4,9,3,I do not believe the criminal was present,Target Absent,0,0,3,1,80,33,Female,"White or Caucasian (e.g., White-British, White-American, White-Irish)",no,NO,CAT,SHIP,RIFE,,LAKE,,,,NAPLE,RED,,STAR,,,SAYE,,,,,,,1
FRONTALVIDEO,1,Front TP,1,1,1,8,4,2,1,perp,5,6,3,7,5,Target Present,1,1,1,1,100,58,Female,"White or Caucasian (e.g., White-British, White-American, White-Irish)",no,no,cat,ship,fire,orange,kale,burning,memory,forest,plane,red,,star,,,easy,,,shore,hello,happy,,1
FRONTALVIDEO,1,Front and Right TA,3,3,3,6,1,9,3,2,7,5,4,8,I do not believe the criminal was present,Target Absent,0,0,3,1,80,37,Female,"White or Caucasian (e.g., White-British, White-American, White-Irish)",no,no,cat,ship,fire,orange,kale,,,forest,plane,red,,star,,,easy,,,shore,,happy,,1
FRONTALVIDEO,1,Front and Right TP,3,3,3,perp,4,2,8,7,1,3,6,5,I do not believe the criminal was present,Target Present,1,0,3,0,90,71,Male,"White or Caucasian (e.g., White-British, White-American, White-Irish)",No.,No.,CAT,SHIP,FIRE,,LEAK,,,FOREST,PLANE,RED,,ARTS,COMPLEX,,EASY,PARROT,,SHORE,HELLO,HAPPY,,1
FRONTALVIDEO,1,Right TA,2,2,2,6,8,5,7,1,4,9,2,3,I do not believe the criminal was present,Target Absent,0,0,3,1,80,38,Female,"White or Caucasian (e.g., White-British, White-American, White-Irish)",no,no,act,ship,fire,orange,leak,,,,plane,red,,star,,,yeas,parrot,,horse,hello,happy,,1
RIGHTVIDEO,2,Front TP,1,2,5,6,4,2,5,perp,7,8,1,3,I do not believe the criminal was present,Target Present,1,0,3,0,40,45,Male,Black or African American,no,no,act,,,,,,,,,red,,,,,,,,,,,,1
RIGHTVIDEO,2,Front and Right TP,3,3,6,4,8,perp,6,2,5,1,7,3,3,Target Present,1,1,1,1,90,56,Female,Black or African American,no,no,cat,ship,fire,,leak,burn,,,plane,red,,arts,,,easy,,angered,shore,hello,happy,,1
RIGHTVIDEO,2,Right TP,2,1,4,3,6,1,5,2,8,4,perp,7,I do not believe the criminal was present,Target Present,1,0,3,0,90,46,Female,"South Asian (e.g., Bangladeshi, Indian, Pakistani, Sri Lanken)",none,none,cat,ship,fire,,lake,burning,memory,,,red,,,,,,,,,,,,1
FRONTALVIDEO,1,Right TP,2,2,2,1,7,2,5,4,3,8,perp,6,3,Target Present,1,1,2,0,90,44,Female,"White or Caucasian (e.g., White-British, White-American, White-Irish)",no,no,cat ,ship,fire,orange,lake,burning,memory,forest,panel,red,,arts,complex,doctor,easy,,gander,shore,hello,happy,,1
RIGHTVIDEO,2,Front TP,1,2,5,7,3,perp,4,2,5,1,8,6,I do not believe the criminal was present,Target Present,1,0,3,0,70,66,Female,"White or Caucasian (e.g., White-British, White-American, White-Irish)",no,NO,CAT,SHIP,FIRE,ORANGE,LEAK,,,,,RED,,STAR,,,,,,SHORE,HELLO,HAPPY,,1
FRONTALVIDEO,1,Front and Right TA,3,3,3,2,5,6,7,1,9,4,8,3,I do not believe the criminal was present,Target Absent,0,0,3,1,100,35,Female,Other,no,No,act,ship,fire,orange,lake,,memory,softer,,red,,star,,doctor,easy,,,horse,hello,,,1
RIGHTVIDEO,2,Front TA,1,2,5,5,2,6,8,1,7,3,4,9,I do not believe the criminal was present,Target Absent,0,0,3,1,70,54,Male,"White or Caucasian (e.g., White-British, White-American, White-Irish)",no,"one short ""loading pinwheel"", or whatever it's called.",cat,ship,fire,orange,kale,burning,memory,,,red,,,,,,,,horse,hello,happy,YES,0
RIGHTVIDEO,2,Right TA,2,1,4,2,8,7,4,6,9,5,3,1,1,Target Absent,0,1,2,0,40,28,Female,"White or Caucasian (e.g., White-British, White-American, White-Irish)",no,no,cat,ship,fire,,kale,,,,naple,,,,,,,,,,,,,1
FRONTALVIDEO,1,Front TP,1,1,1,7,perp,6,4,2,5,3,8,1,2,Target Present,1,1,1,1,80,31,Male,"White or Caucasian (e.g., White-British, White-American, White-Irish)",No,No,cat,ship,fire,,,,,,,red,,rats,,,,,,horse,hello,,,1
FRONTALVIDEO,1,Front and Right TP,3,3,3,2,4,6,3,1,perp,5,8,7,6,Target Present,1,1,1,1,100,33,Male,"White or Caucasian (e.g., White-British, White-American, White-Irish)",no,no,cat,ship,fire,oragne,leak,,,forest,,red,,star,,,,parrot,danger,horse,hello,happy,,1
RIGHTVIDEO,2,Front and Right TA,3,3,6,5,4,9,7,2,3,8,1,6,I do not believe the criminal was present,Target Absent,0,0,3,1,70,69,Female,"White or Caucasian (e.g., White-British, White-American, White-Irish)",no,no,cat,ship,rife,,leak,,,,Nepal,red,,star,,,ayes,,,,hello,,,1
FRONTALVIDEO,1,Front TA,1,1,1,4,2,7,6,1,5,9,3,8,I do not believe the criminal was present,Target Absent,0,0,3,1,90,36,Male,"East Asian (e.g., Chinese, Japanese, Korean)",none,none,cat,ship,fire,orange,kale,,memory,forest,plane,red,rhythm,star,,doctor,easy,parrot,gander,horse,hello,happy,,1
FRONTALVIDEO,1,Right TP,2,2,2,3,8,6,2,1,5,4,perp,7,I do not believe the criminal was present,Target Present,1,0,3,0,60,46,Male,"White or Caucasian (e.g., White-British, White-American, White-Irish)",no,no,cat,ship,fire,,lake,,memory,forest,plane,red,rhythm,star,complex,doctor,,,,shore,hello,,,1
RIGHTVIDEO,2,Right TP,2,1,4,3,6,7,4,2,perp,5,8,1,6,Target Present,1,1,1,1,100,31,Female,"White or Caucasian (e.g., White-British, White-American, White-Irish)",no,no,cat,ship,fire,orange,lake,burning,memory,forest,plane,red,rhythm,star,complex,doctor,easy,parrot,gander,horse,hello,happy,,1
RIGHTVIDEO,2,Front TA,1,2,5,4,1,6,2,3,5,7,8,9,I do not believe the criminal was present,Target Absent,0,0,3,1,70,40,Female,"White or Caucasian (e.g., White-British, White-American, White-Irish)",no,no,cat,ship,fire,oregan,kale,burgin,memory,forest,naple,red,,star,,doctor,,,gendar,shore,hello,hyppa,,1
RIGHTVIDEO,2,Front and Right TP,3,3,6,perp,4,2,3,7,1,8,5,6,1,Target Present,1,1,1,1,90,35,Male,Black or African American,NO I DID NOT,no,CAT,SHIP,FIRE,,LEAK,,,,,RED,,RATS,,,EASY,,,HORSE,HELLP,HAPPY,,1
RIGHTVIDEO,2,Right TP,2,1,4,8,5,3,perp,2,1,7,6,4,I do not believe the criminal was present,Target Present,1,0,3,0,100,26,Male,"White or Caucasian (e.g., White-British, White-American, White-Irish)",Yes the video didnâ€™t play at all,None at all ,Cat,Hip,,,,,,,,,,,,,,,,,,,YES,0
RIGHTVIDEO,2,Front and Right TP,3,3,6,5,perp,6,1,3,4,2,8,7,I do not believe the criminal was present,Target Present,1,0,3,0,0,29,Female,Black or African American,"yes, it didnâ€™t play at all",no,cat,ship,fire,,kale,,,,,red ,,,,,,,,,hello,,YES,0
FRONTALVIDEO,1,Front TA,1,1,1,3,5,9,2,1,6,7,8,4,I do not believe the criminal was present,Target Absent,0,0,3,1,100,25,Male,Black or African American,None at all.,none sir.,cat,ship,fire,,lake,,,forest,plane,red,,star,complex,doctor,easy,,,,,happy,,1
FRONTALVIDEO,1,Right TA,2,2,2,1,9,8,4,2,6,3,5,7,I do not believe the criminal was present,Target Absent,0,0,3,1,90,26,Male,"White or Caucasian (e.g., White-British, White-American, White-Irish)",no,no,cat,ship,fire,,kale,,,,naple,red,,rats,,,,,gander,heros,hello,happy,,1
RIGHTVIDEO,2,Front TP,1,2,5,8,6,5,4,3,perp,7,2,1,6,Target Present,1,1,1,1,50,45,Female,"White or Caucasian (e.g., White-British, White-American, White-Irish)",no,no,cat,ship,fire,orange,kale,burning,,forest,,red,,star,,,easy,,grande,heros,hello,happy,,1
FRONTALVIDEO,1,Front and Right TA,3,3,3,4,9,3,2,1,5,7,6,8,I do not believe the criminal was present,Target Absent,0,0,3,1,100,47,Female,"White or Caucasian (e.g., White-British, White-American, White-Irish)",no,no,cat,ship,fire,orange,lake,burning,memory,forest,plane,red,rhythm,star,complex,doctor,ayes,prator,grande,horse,hello,happy,,1
RIGHTVIDEO,2,Front and Right TA,3,3,6,4,8,7,1,6,3,2,5,9,6,Target Absent,0,1,2,0,50,31,Female,"White or Caucasian (e.g., White-British, White-American, White-Irish)",No,No,Cat,Ship,Fire,Orange,Leak,Burning,Memory,Forest,Plane,Red,,Star,,,,,,Sh,Hello,Happy,,1
RIGHTVIDEO,2,Right TA,2,1,4,6,7,4,8,3,9,5,2,1,I do not believe the criminal was present,Target Absent,0,0,3,1,80,32,Male,"White or Caucasian (e.g., White-British, White-American, White-Irish)",Had to I Refresh the page,No,CAT,SHip,Fire,Organ ,Leak ,,,,,,,,,,,,,,,,,1
FRONTALVIDEO,1,Front and Right TP,3,3,3,7,2,6,5,4,8,3,perp,1,I do not believe the criminal was present,Target Present,1,0,3,0,90,I do not wish to answer,I do not wish to answer,Do not wish to answer,no,no,cat,ship,fire,orange,leak,burning,memory,forest,plane,red,rhythm,star,complex,doctor,easy,raptor,ranged,shore,hello,happy,,1
RIGHTVIDEO,2,Front TA,1,2,5,2,5,1,9,7,8,6,3,4,I do not believe the criminal was present,Target Absent,0,0,3,1,70,57,Female,"White or Caucasian (e.g., White-British, White-American, White-Irish)",no,no,cat,ship,fire,,leak,,,,,red,,star,,doctor,,,gander,heros,hello,happy,,1
RIGHTVIDEO,2,Right TA,2,1,4,2,1,3,7,8,9,5,4,6,1,Target Absent,0,1,2,0,90,48,Female,"White or Caucasian (e.g., White-British, White-American, White-Irish)",No,No,CAT,SHIP,FIRE,,LEAK,,,,,RED,,TARS,COMPLEX,,,,,,,,,1
RIGHTVIDEO,2,Front TP,1,2,5,6,8,perp,1,2,4,5,7,3,1,Target Present,1,1,2,0,40,35,Male,"South Asian (e.g., Bangladeshi, Indian, Pakistani, Sri Lanken)",no,NO,CAT,SHIP,,,,,,,,RED,,,COMPLEX,DOCTOR,,,,HEROS,HELLO,HAPPY,,1
FRONTALVIDEO,1,Right TP,2,2,2,8,3,2,1,5,4,7,perp,6,8,Target Present,1,1,1,1,100,35,Female,"White or Caucasian (e.g., White-British, White-American, White-Irish)",there was no sound,no,cat,ship,fire,orange,lake,,,,nepal,red,,star,,doctor,,,,,,,,1
FRONTALVIDEO,1,Front TP,1,1,1,1,7,5,perp,4,6,3,2,8,4,Target Present,1,1,1,1,100,28,Male,"White or Caucasian (e.g., White-British, White-American, White-Irish)",NINGUNO.,NINGUNA.,CAT,SHIP,FIRE,ORANGE,ALEK,,,,,,,,,,,,,,,,,1
RIGHTVIDEO,2,Right TP,2,1,4,perp,3,4,6,7,8,1,2,5,1,Target Present,1,1,1,1,100,28,Female,"White or Caucasian (e.g., White-British, White-American, White-Irish)",none,none,cat,ship,fire,orange,leak,,memory,forest,,red,,star,,doctor,,parrot,da,,,,,1
RIGHTVIDEO,2,Front and Right TA,3,3,6,9,2,5,1,6,7,3,4,8,I do not believe the criminal was present,Target Absent,0,0,3,1,100,23,Female,"White or Caucasian (e.g., White-British, White-American, White-Irish)",no,no,Cat,Ship,Fire,orange,Kale,burning,memory,Forsest,,red,,Arts,,doctor,easy,,,horse,hello,happy,,1
FRONTALVIDEO,1,Front and Right TA,3,3,3,4,8,6,1,2,9,3,7,5,I do not believe the criminal was present,Target Absent,0,0,3,1,100,28,Female,"White or Caucasian (e.g., White-British, White-American, White-Irish)",no,no,cat,sho[,fire,,kale,burning,,forest,palen,red,,star,,,,,gander,horse,hello,happy,,1
FRONTALVIDEO,1,Right TP,2,2,2,8,1,6,3,7,perp,4,2,5,6,Target Present,1,1,1,1,100,31,Female,"White or Caucasian (e.g., White-British, White-American, White-Irish)",No,No,CAT,SHIP,FIRE,ORANGE,LAKE,,,SOFTER,,RED,,STAR,,DOCTOR,,,,,,,,1
RIGHTVIDEO,2,Front and Right TP,3,3,6,8,4,6,3,1,5,2,7,perp,9,Target Present,1,1,1,1,20,23,Male,"Hispanic, Latino or Spanish",No audio,No,CAT,SHIP,FIRE,ORANGE,KALE,BURNING,MEMORY,FOREST,,RED,,RATS,,,,,,,,,,1
FRONTALVIDEO,1,Front TP,1,1,1,5,8,4,perp,1,2,6,3,7,4,Target Present,1,1,1,1,100,28,Male,"White or Caucasian (e.g., White-British, White-American, White-Irish)",No,No,cat,ship,fire,orange,kale,burning,memory,,plane,red,,star,,,easy,,,,hello,happy,,1
FRONTALVIDEO,1,Front TA,1,1,1,9,1,4,3,7,5,8,2,6,I do not believe the criminal was present,Target Absent,0,0,3,1,100,38,Male,"Hispanic, Latino or Spanish",Just the cartoon afterwards,NO,CAT,SHIP,FIRE,ORANGE,LEAK,BURNING,,FOREST,,RED,,,,,,,,,,,,1
RIGHTVIDEO,2,Front and Right TA,3,3,6,5,7,6,3,2,8,9,1,4,I do not believe the criminal was present,Target Absent,0,0,3,1,70,26,Male,"White or Caucasian (e.g., White-British, White-American, White-Irish)",No,No,cat,ship,fire,orange,kale,burning,memory,forest,,red,rythym,star,,doctor,,,,horse,,,,1
FRONTALVIDEO,1,Right TA,2,2,2,4,6,3,9,8,1,2,7,5,I do not believe the criminal was present,Target Absent,0,0,3,1,80,22,Male,"White or Caucasian (e.g., White-British, White-American, White-Irish)",No,No,CAT,SHIP,FIRE,OREGAN,LEAK,,,,,RED,,STAR,,,,,,,,,,1
RIGHTVIDEO,2,Front TP,1,2,5,2,7,6,4,3,5,8,perp,1,I do not believe the criminal was present,Target Present,1,0,3,0,70,45,Female,"White or Caucasian (e.g., White-British, White-American, White-Irish)",no,no,cat,ship,fire,orange,lake,,memory,softer,plane,red,rhythm ,rats,explore,doctor,easy,,,shore,hello,happy,,1
FRONTALVIDEO,1,Right TA,2,2,2,7,8,4,3,6,9,5,2,1,2,Target Absent,0,1,2,0,50,54,Female,"East Asian (e.g., Chinese, Japanese, Korean)",no,NO,CAT,SHIP,FIRE,ORANGE,LEAK,,MEMORY,FOREST,NEPAL,RED,MHYRTH,ARTS,,,AYES,PARROT,,HEROS,,,,1
FRONTALVIDEO,1,Front and Right TP,3,3,3,3,4,6,1,2,8,7,5,perp,9,Target Present,1,1,1,1,100,46,Female,"White or Caucasian (e.g., White-British, White-American, White-Irish)",no,no,cat,ship,fire,orange,kale,burning,memory,forest,plane,red,,star,,,easy,,,horse,,happy,,1
RIGHTVIDEO,2,Right TP,2,1,4,2,1,4,5,8,7,6,3,perp,1,Target Present,1,1,2,0,50,41,Female,Other,no,no,cat,ship,fire,orange,kale,burning,emmory,forest,plane,red,rhythm,star,,doctor,ayes,parrot,g,,,,,1
FRONTALVIDEO,1,Right TA,2,2,2,9,8,6,3,7,1,5,4,2,I do not believe the criminal was present,Target Absent,0,0,3,1,90,60,Female,"White or Caucasian (e.g., White-British, White-American, White-Irish)",No,No,CAT,SHIP,FIRE,,KALE,,,,,RED,,STAR,,,,PARROT,,SHORE,HELLO,HYPPA,,1
RIGHTVIDEO,2,Right TA,2,1,4,6,1,9,3,8,4,5,2,7,I do not believe the criminal was present,Target Absent,0,0,3,1,100,47,Female,"White or Caucasian (e.g., White-British, White-American, White-Irish)",No,No,Cat,Ship,Fire,Orange,Kale,Burning,Memory,Forest,Plane,Red,Rhythm,Arts,Compkex,,,,,,,,,1
FRONTALVIDEO,1,Front and Right TA,3,3,3,5,6,7,1,3,4,8,2,9,I do not believe the criminal was present,Target Absent,0,0,3,1,100,29,Male,"White or Caucasian (e.g., White-British, White-American, White-Irish)",no,no,cat,hips,, ,leak,,,,Naple,red,,,,doctor,easy,raptor ,,,hello,happy,,1
RIGHTVIDEO,2,Right TP,2,1,4,5,7,6,8,perp,1,2,3,4,5,Target Present,1,1,1,1,50,36,Female,"White or Caucasian (e.g., White-British, White-American, White-Irish)",no,no,cat,ship,fire,,leak,burning,,,,red,,stay,,doctor,,,,,hello,happy,,1
FRONTALVIDEO,1,Front TA,1,1,1,1,3,7,9,6,8,2,5,4,2,Target Absent,0,1,2,0,10,35,Female,"White or Caucasian (e.g., White-British, White-American, White-Irish)",no,maybe,cat,ship,fire,,leak,,,,plane,red,,star,,,,,,,,,,1
FRONTALVIDEO,1,Right TP,2,2,2,2,1,6,8,4,perp,3,7,5,7,Target Present,1,1,2,0,100,38,Female,"White or Caucasian (e.g., White-British, White-American, White-Irish)",no,no,cat,ship,fire,,leak,,emmory,forest,plan,red,,star,,doctor,yeas,,gender,shore,hello,,,1
RIGHTVIDEO,2,Front and Right TP,3,3,6,3,4,perp,7,6,5,8,2,1,3,Target Present,1,1,1,1,80,38,Female,"White or Caucasian (e.g., White-British, White-American, White-Irish)",no,no,cat,ship,fire,,leak,,memory,,panel,red,,rats,,,easy,,gander,horse,hello,happy,,1
RIGHTVIDEO,2,Front TA,1,2,5,6,7,8,4,3,5,9,2,1,2,Target Absent,0,1,2,0,70,40,Male,"White or Caucasian (e.g., White-British, White-American, White-Irish)",No.,No.,CAT,SHIP,FIRE,,KALE,,,,,RED,,RATS,,,,,,HEROS,HELLO,HAPPY,,1
FRONTALVIDEO,1,Right TP,2,2,2,8,perp,6,4,2,5,7,3,1,2,Target Present,1,1,1,1,80,29,Male,"White or Caucasian (e.g., White-British, White-American, White-Irish)",no,no,cat,ship,rife,,kale,,,,nepal,red,,rats,,doctor,easy,parrot,gander,shore,hello,happy,,1
RIGHTVIDEO,2,Front TP,1,2,5,8,2,5,7,3,6,perp,1,4,2,Target Present,1,1,1,1,80,32,Female,"White or Caucasian (e.g., White-British, White-American, White-Irish)",no,no,cat,ship,fire,orange,lake,,,forest,naple,red,myrthh,star,complex,doctor,easy,raptor,garden,horse,hello,happy,,1
FRONTALVIDEO,1,Front TP,1,1,1,8,4,7,6,perp,1,2,3,5,5,Target Present,1,1,1,1,80,41,Male,"White or Caucasian (e.g., White-British, White-American, White-Irish)",No,No,cat,ship,fire,orange,kale,,memory,forest,plane,red,,star,,doctor,easy,,garden,shore,hello,happy,,1
FRONTALVIDEO,1,Front TA,1,1,1,7,4,5,1,6,8,2,3,9,I do not believe the criminal was present,Target Absent,0,0,3,1,30,55,Female,"White or Caucasian (e.g., White-British, White-American, White-Irish)",no,no,cat,ship,fire,orange,kale,burning,,,,red,,star,,,,,,hore,,,,1
RIGHTVIDEO,2,Front and Right TA,3,3,6,1,4,8,9,5,2,7,6,3,I do not believe the criminal was present,Target Absent,0,0,3,1,50,23,Male,"White or Caucasian (e.g., White-British, White-American, White-Irish)",No,No I did not,CAT,SHIP,FIRE,,LEAK,,,,NAPLE,RED,,STAR,,DOC,,,,HORSE,HELLO,HAPPY,,1
FRONTALVIDEO,1,Front and Right TP,3,3,3,4,2,6,perp,8,7,1,5,3,I do not believe the criminal was present,Target Present,1,0,3,0,80,35,Male,"White or Caucasian (e.g., White-British, White-American, White-Irish)",No,No,CAT,,FIRE,,,,,,,RED,,,,,,,,HEROS,HELLO,HAPPY,,1
FRONTALVIDEO,1,Right TA,2,2,2,2,1,6,5,8,9,4,3,7,I do not believe the criminal was present,Target Absent,0,0,3,1,90,22,Female,"White or Caucasian (e.g., White-British, White-American, White-Irish)",NO,No,CAT,HIPS,FIRE,ORANGE,LAKE,,,FOREST,NAPEL,RED,,STAR,,,,,GANDER,HORSE,HELLO,HAPPY,,1
RIGHTVIDEO,2,Front TA,1,2,5,8,7,4,5,9,3,6,2,1,I do not believe the criminal was present,Target Absent,0,0,3,1,100,30,Male,"White or Caucasian (e.g., White-British, White-American, White-Irish)",no,no,act,ship,fire,orange,kale,burning,memory,foster,plane,red,rhythm,tars,complex,doctor,easy,parrot,danger,horse,hello,happy,,1
FRONTALVIDEO,1,Front and Right TA,3,3,3,1,3,4,6,8,9,2,5,7,I do not believe the criminal was present,Target Absent,0,0,3,1,90,36,Female,"White or Caucasian (e.g., White-British, White-American, White-Irish)",no,no,CAT,SHIP,FIRE,ORANGE,KALE,,MEMORY,FOREST,PLANE,RED,RHYTHM,ARTS,,DOCTOR,,,DANGER,,HELLO,HAPPY,,1
RIGHTVIDEO,2,Right TP,2,1,4,6,8,5,1,7,2,3,perp,4,4,Target Present,1,1,2,0,100,33,Male,"White or Caucasian (e.g., White-British, White-American, White-Irish)",No,No,Cat,Ship,Fire,,,,,,naple,Red,,rats,complex,doctor,,Parrot,grander,heros,hello,happy,,1
